,question,answers,gpt_answers,acc@1,acc@3,acc@majority,acc@majority_3,metadata_qid,metadata_question,metadata_gold_answer,metadata_prev_model_answer,decomposition_0
10,"{'question': 'Who is the predecessor of the longest-reigning British monarch?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: Who is the longest-reigning British monarch?\nIntermediate answer: The longest-reigning British monarch is Queen Elizabeth II.\nFollow up: Who is the predecessor of Queen Elizabeth II?\nIntermediate answer: The predecessor of Queen Elizabeth II is Queen Victoria.\nSo the final answer is: Queen Victoria.\n'], 'decompsition_steps': [[{'question': 'Who is the longest-reigning British monarch?', 'answer': 'The longest-reigning British monarch is Queen Elizabeth II.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'Who is the predecessor of Queen Elizabeth II?', 'answer': 'The predecessor of Queen Elizabeth II is Queen Victoria.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Queen Victoria.'}]], 'traces_entailments': None}",,['Queen Victoria'],0,0,0,0,15,Who is the predecessor of the longest-reigning British monarch?,"George VI
",,"
Are follow up questions needed here: Yes.
Follow up: Who is the longest-reigning British monarch?
Intermediate answer: The longest-reigning British monarch is Queen Elizabeth II.
Follow up: Who is the predecessor of Queen Elizabeth II?
Intermediate answer: The predecessor of Queen Elizabeth II is Queen Victoria.
So the final answer is: Queen Victoria.
"
11,"{'question': 'In what year did the oldest cat ever recorded with the Cat of the Year award?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: What is the Cat of the Year award?\nIntermediate answer: The Cat of the Year award is an award given to the oldest cat ever recorded.\nFollow up: When was the oldest cat ever recorded?\nIntermediate answer: The oldest cat ever recorded was Creme Puff.\nFollow up: When was Creme Puff born?\nIntermediate answer: Creme Puff was born on August 3, 1967.\nSo the final answer is: August 3, 1967.\n'], 'decompsition_steps': [[{'question': 'What is the Cat of the Year award?', 'answer': 'The Cat of the Year award is an award given to the oldest cat ever recorded.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'When was the oldest cat ever recorded?', 'answer': 'The oldest cat ever recorded was Creme Puff.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'When was Creme Puff born?', 'answer': 'Creme Puff was born on August 3, 1967.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'August 3, 1967.'}]], 'traces_entailments': None}",,"['August 3, 1967']",0,0,0,0,16,In what year did the oldest cat ever recorded with the Cat of the Year award?,1999,,"
Are follow up questions needed here: Yes.
Follow up: What is the Cat of the Year award?
Intermediate answer: The Cat of the Year award is an award given to the oldest cat ever recorded.
Follow up: When was the oldest cat ever recorded?
Intermediate answer: The oldest cat ever recorded was Creme Puff.
Follow up: When was Creme Puff born?
Intermediate answer: Creme Puff was born on August 3, 1967.
So the final answer is: August 3, 1967.
"
12,"{'question': 'When was the anime studio that made Sword Art Online founded?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: What is the name of the anime studio that made Sword Art Online?\nIntermediate answer: The anime studio that made Sword Art Online is A-1 Pictures.\nFollow up: When was A-1 Pictures founded?\nIntermediate answer: A-1 Pictures was founded on May 1, 2005.\nSo the final answer is: May 1, 2005.\n'], 'decompsition_steps': [[{'question': 'What is the name of the anime studio that made Sword Art Online?', 'answer': 'The anime studio that made Sword Art Online is A-1 Pictures.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'When was A-1 Pictures founded?', 'answer': 'A-1 Pictures was founded on May 1, 2005.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'May 1, 2005.'}]], 'traces_entailments': None}",,"['May 1, 2005']",0.6666666667,0.6666666667,0.6666666667,0.6666666667,17,When was the anime studio that made Sword Art Online founded?,"May 9, 2005",,"
Are follow up questions needed here: Yes.
Follow up: What is the name of the anime studio that made Sword Art Online?
Intermediate answer: The anime studio that made Sword Art Online is A-1 Pictures.
Follow up: When was A-1 Pictures founded?
Intermediate answer: A-1 Pictures was founded on May 1, 2005.
So the final answer is: May 1, 2005.
"
13,"{'question': ""What's the capital city of the country that was the champion of the 2010 World Cup?"", 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': [""\nAre follow up questions needed here: Yes.\nFollow up: What country was the champion of the 2010 World Cup?\nIntermediate answer: The country that was the champion of the 2010 World Cup was Spain.\nFollow up: What's the capital city of Spain?\nIntermediate answer: The capital city of Spain is Madrid.\nSo the final answer is: Madrid.\n""], 'decompsition_steps': [[{'question': 'What country was the champion of the 2010 World Cup?', 'answer': 'The country that was the champion of the 2010 World Cup was Spain.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': ""What's the capital city of Spain?"", 'answer': 'The capital city of Spain is Madrid.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Madrid.'}]], 'traces_entailments': None}",,['Madrid'],1,1,1,1,18,What's the capital city of the country that was the champion of the 2010 World Cup?,Madrid,,"
Are follow up questions needed here: Yes.
Follow up: What country was the champion of the 2010 World Cup?
Intermediate answer: The country that was the champion of the 2010 World Cup was Spain.
Follow up: What's the capital city of Spain?
Intermediate answer: The capital city of Spain is Madrid.
So the final answer is: Madrid.
"
14,"{'question': 'Who was the last emperor of the dynasty that succeeded the Song dynasty?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: What dynasty succeeded the Song dynasty?\nIntermediate answer: The dynasty that succeeded the Song dynasty was the Yuan dynasty.\nFollow up: Who was the last emperor of the Yuan dynasty?\nIntermediate answer: The last emperor of the Yuan dynasty was Toghon Temür.\nSo the final answer is: Toghon Temür.\n'], 'decompsition_steps': [[{'question': 'What dynasty succeeded the Song dynasty?', 'answer': 'The dynasty that succeeded the Song dynasty was the Yuan dynasty.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'Who was the last emperor of the Yuan dynasty?', 'answer': 'The last emperor of the Yuan dynasty was Toghon Temür.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Toghon Temür.'}]], 'traces_entailments': None}",,['Toghon Temür'],1,1,1,1,19,Who was the last emperor of the dynasty that succeeded the Song dynasty?,Toghon Temür,,"
Are follow up questions needed here: Yes.
Follow up: What dynasty succeeded the Song dynasty?
Intermediate answer: The dynasty that succeeded the Song dynasty was the Yuan dynasty.
Follow up: Who was the last emperor of the Yuan dynasty?
Intermediate answer: The last emperor of the Yuan dynasty was Toghon Temür.
So the final answer is: Toghon Temür.
"
15,"{'question': 'Who produced the longest running video game franchise?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: What is the longest running video game franchise?\nIntermediate answer: The longest running video game franchise is Mario.\nFollow up: Who produced Mario?\nIntermediate answer: Mario was produced by Nintendo.\nSo the final answer is: Nintendo.\n'], 'decompsition_steps': [[{'question': 'What is the longest running video game franchise?', 'answer': 'The longest running video game franchise is Mario.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'Who produced Mario?', 'answer': 'Mario was produced by Nintendo.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Nintendo.'}]], 'traces_entailments': None}",,['Nintendo'],0,0,0,0,20,Who produced the longest running video game franchise?,MECC,,"
Are follow up questions needed here: Yes.
Follow up: What is the longest running video game franchise?
Intermediate answer: The longest running video game franchise is Mario.
Follow up: Who produced Mario?
Intermediate answer: Mario was produced by Nintendo.
So the final answer is: Nintendo.
"
16,"{'question': 'In what country is the third largest stadium in the world?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: What is the third largest stadium in the world?\nIntermediate answer: The third largest stadium in the world is the Rungrado May Day Stadium in North Korea.\nFollow up: In what country is North Korea?\nIntermediate answer: North Korea is in Asia.\nFollow up: In what country is Asia?\nIntermediate answer: Asia is in the continent of Asia.\nSo the final answer is: Asia.\n'], 'decompsition_steps': [[{'question': 'What is the third largest stadium in the world?', 'answer': 'The third largest stadium in the world is the Rungrado May Day Stadium in North Korea.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'In what country is North Korea?', 'answer': 'North Korea is in Asia.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'In what country is Asia?', 'answer': 'Asia is in the continent of Asia.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Asia.'}]], 'traces_entailments': None}",,['Asia'],0,0,0,0,21,In what country is the third largest stadium in the world?,United States,,"
Are follow up questions needed here: Yes.
Follow up: What is the third largest stadium in the world?
Intermediate answer: The third largest stadium in the world is the Rungrado May Day Stadium in North Korea.
Follow up: In what country is North Korea?
Intermediate answer: North Korea is in Asia.
Follow up: In what country is Asia?
Intermediate answer: Asia is in the continent of Asia.
So the final answer is: Asia.
"
17,"{'question': 'When did the president who set the precedent of a two term limit enter office?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: Who was the president who set the precedent of a two term limit?\nIntermediate answer: The president who set the precedent of a two term limit was George Washington.\nFollow up: When did George Washington enter office?\nIntermediate answer: George Washington entered office on April 30, 1789.\nSo the final answer is: April 30, 1789.\n'], 'decompsition_steps': [[{'question': 'Who was the president who set the precedent of a two term limit?', 'answer': 'The president who set the precedent of a two term limit was George Washington.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'When did George Washington enter office?', 'answer': 'George Washington entered office on April 30, 1789.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'April 30, 1789.'}]], 'traces_entailments': None}",,"['April 30, 1789']",1,1,1,1,22,When did the president who set the precedent of a two term limit enter office?,"April 30, 1789",,"
Are follow up questions needed here: Yes.
Follow up: Who was the president who set the precedent of a two term limit?
Intermediate answer: The president who set the precedent of a two term limit was George Washington.
Follow up: When did George Washington enter office?
Intermediate answer: George Washington entered office on April 30, 1789.
So the final answer is: April 30, 1789.
"
18,"{'question': 'What was the motto of the Olympics that had Fuwa as the mascots?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: What were the names of the Fuwa mascots?\nIntermediate answer: The names of the Fuwa mascots were Beibei, Jingjing, Huanhuan, Yingying, and Nini.\nFollow up: What was the motto of the Olympics that had Fuwa as the mascots?\nIntermediate answer: The motto of the Olympics that had Fuwa as the mascots was ""One World, One Dream.""\nSo the final answer is: ""One World, One Dream'], 'decompsition_steps': [[{'question': 'What were the names of the Fuwa mascots?', 'answer': 'The names of the Fuwa mascots were Beibei, Jingjing, Huanhuan, Yingying, and Nini.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'What was the motto of the Olympics that had Fuwa as the mascots?', 'answer': 'The motto of the Olympics that had Fuwa as the mascots was ""One World, One Dream.""', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '""One World, One Dream'}]], 'traces_entailments': None}",,"['""One World, One Dream']",0.75,0.75,0.75,0.75,23,What was the motto of the Olympics that had Fuwa as the mascots?,"One World, One Dream",,"
Are follow up questions needed here: Yes.
Follow up: What were the names of the Fuwa mascots?
Intermediate answer: The names of the Fuwa mascots were Beibei, Jingjing, Huanhuan, Yingying, and Nini.
Follow up: What was the motto of the Olympics that had Fuwa as the mascots?
Intermediate answer: The motto of the Olympics that had Fuwa as the mascots was ""One World, One Dream.""
So the final answer is: ""One World, One Dream"
19,"{'question': 'What is the nickname for the state that is the home to the “Avocado Capital of the World""?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: What is the nickname for the state that is the home to the “Avocado Capital of the World""?\nIntermediate answer: The nickname for the state that is the home to the “Avocado Capital of the World"" is California.\nFollow up: What is the capital of California?\nIntermediate answer: The capital of California is Sacramento.\nFollow up: What is the nickname for Sacramento?\nIntermediate answer: The nickname for Sacramento is the “Avocado Capital of'], 'decompsition_steps': [[{'question': 'What is the nickname for the state that is the home to the “Avocado Capital of the World""?', 'answer': 'The nickname for the state that is the home to the “Avocado Capital of the World"" is California.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'What is the capital of California?', 'answer': 'The capital of California is Sacramento.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'What is the nickname for Sacramento?', 'answer': 'The nickname for Sacramento is the “Avocado Capital of', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}]], 'traces_entailments': None}",,[],FALSE,FALSE,FALSE,FALSE,24,"What is the nickname for the state that is the home to the “Avocado Capital of the World""?",Golden State,,"
Are follow up questions needed here: Yes.
Follow up: What is the nickname for the state that is the home to the “Avocado Capital of the World""?
Intermediate answer: The nickname for the state that is the home to the “Avocado Capital of the World"" is California.
Follow up: What is the capital of California?
Intermediate answer: The capital of California is Sacramento.
Follow up: What is the nickname for Sacramento?
Intermediate answer: The nickname for Sacramento is the “Avocado Capital of"
20,"{'question': 'The most populous city in Punjab is how large (area wise)?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: What is the most populous city in Punjab?\nIntermediate answer: The most populous city in Punjab is Ludhiana.\nFollow up: What is the area of Ludhiana?\nIntermediate answer: The area of Ludhiana is 310.2 km2.\nSo the final answer is: 310.2 km2.\n'], 'decompsition_steps': [[{'question': 'What is the most populous city in Punjab?', 'answer': 'The most populous city in Punjab is Ludhiana.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'What is the area of Ludhiana?', 'answer': 'The area of Ludhiana is 310.2 km2.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '310.2 km2.'}]], 'traces_entailments': None}",,['310.2 km2'],0,0,0,0,25,The most populous city in Punjab is how large (area wise)?,310 square kilometers,,"
Are follow up questions needed here: Yes.
Follow up: What is the most populous city in Punjab?
Intermediate answer: The most populous city in Punjab is Ludhiana.
Follow up: What is the area of Ludhiana?
Intermediate answer: The area of Ludhiana is 310.2 km2.
So the final answer is: 310.2 km2.
"
21,"{'question': 'Who is the father of the father of modern experimental psychology?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: Who is the father of modern experimental psychology?\nIntermediate answer: The father of modern experimental psychology is Wilhelm Wundt.\nFollow up: Who is the father of Wilhelm Wundt?\nIntermediate answer: The father of Wilhelm Wundt is Christian Wundt.\nSo the final answer is: Christian Wundt.\n'], 'decompsition_steps': [[{'question': 'Who is the father of modern experimental psychology?', 'answer': 'The father of modern experimental psychology is Wilhelm Wundt.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'Who is the father of Wilhelm Wundt?', 'answer': 'The father of Wilhelm Wundt is Christian Wundt.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Christian Wundt.'}]], 'traces_entailments': None}",,['Christian Wundt'],0.5,0.5,0.5,0.5,26,Who is the father of the father of modern experimental psychology?,Maximilian Wundt,,"
Are follow up questions needed here: Yes.
Follow up: Who is the father of modern experimental psychology?
Intermediate answer: The father of modern experimental psychology is Wilhelm Wundt.
Follow up: Who is the father of Wilhelm Wundt?
Intermediate answer: The father of Wilhelm Wundt is Christian Wundt.
So the final answer is: Christian Wundt.
"
22,"{'question': 'Who was the second wife of the founder of CNN?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: Who was the founder of CNN?\nIntermediate answer: The founder of CNN was Ted Turner.\nFollow up: Who was the second wife of Ted Turner?\nIntermediate answer: The second wife of Ted Turner was Jane Fonda.\nSo the final answer is: Jane Fonda.\n'], 'decompsition_steps': [[{'question': 'Who was the founder of CNN?', 'answer': 'The founder of CNN was Ted Turner.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'Who was the second wife of Ted Turner?', 'answer': 'The second wife of Ted Turner was Jane Fonda.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Jane Fonda.'}]], 'traces_entailments': None}",,['Jane Fonda'],0.4,0.4,0.4,0.4,27,Who was the second wife of the founder of CNN?,Jane Shirley Smith,,"
Are follow up questions needed here: Yes.
Follow up: Who was the founder of CNN?
Intermediate answer: The founder of CNN was Ted Turner.
Follow up: Who was the second wife of Ted Turner?
Intermediate answer: The second wife of Ted Turner was Jane Fonda.
So the final answer is: Jane Fonda.
"
23,"{'question': 'In what year was the company that was founded as Sound of Music added to the S&P 500?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: What company was founded as Sound of Music?\nIntermediate answer: The company that was founded as Sound of Music is Sirius XM.\nFollow up: When was Sirius XM added to the S&P 500?\nIntermediate answer: Sirius XM was added to the S&P 500 in 2013.\nFollow up: What year was 2013?\nIntermediate answer: 2013 was a leap year.\nSo'], 'decompsition_steps': [[{'question': 'What company was founded as Sound of Music?', 'answer': 'The company that was founded as Sound of Music is Sirius XM.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'When was Sirius XM added to the S&P 500?', 'answer': 'Sirius XM was added to the S&P 500 in 2013.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'What year was 2013?', 'answer': '2013 was a leap year.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}]], 'traces_entailments': None}",,[],FALSE,FALSE,FALSE,FALSE,28,In what year was the company that was founded as Sound of Music added to the S&P 500?,1999,,"
Are follow up questions needed here: Yes.
Follow up: What company was founded as Sound of Music?
Intermediate answer: The company that was founded as Sound of Music is Sirius XM.
Follow up: When was Sirius XM added to the S&P 500?
Intermediate answer: Sirius XM was added to the S&P 500 in 2013.
Follow up: What year was 2013?
Intermediate answer: 2013 was a leap year.
So"
24,"{'question': 'The most populous national capital city was established in what year?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: What is the most populous national capital city?\nIntermediate answer: The most populous national capital city is Tokyo.\nFollow up: When was Tokyo established?\nIntermediate answer: Tokyo was established in 1868.\nSo the final answer is: 1868.\n'], 'decompsition_steps': [[{'question': 'What is the most populous national capital city?', 'answer': 'The most populous national capital city is Tokyo.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'When was Tokyo established?', 'answer': 'Tokyo was established in 1868.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': '1868.'}]], 'traces_entailments': None}",,['1868'],0,0,0,0,29,The most populous national capital city was established in what year?,1045 BC,,"
Are follow up questions needed here: Yes.
Follow up: What is the most populous national capital city?
Intermediate answer: The most populous national capital city is Tokyo.
Follow up: When was Tokyo established?
Intermediate answer: Tokyo was established in 1868.
So the final answer is: 1868.
"
25,"{'question': 'Where was the person who shared the Nobel Prize in Physics in 1954 with Max Born born?', 'statement': {'original_statement': '', 'positive': None, 'negative': None}, 'decompositions': ['\nAre follow up questions needed here: Yes.\nFollow up: Who shared the Nobel Prize in Physics in 1954 with Max Born?\nIntermediate answer: The person who shared the Nobel Prize in Physics in 1954 with Max Born is Walther Bothe.\nFollow up: Where was Walther Bothe born?\nIntermediate answer: Walther Bothe was born in Oldenburg, Germany.\nSo the final answer is: Oldenburg, Germany.\n'], 'decompsition_steps': [[{'question': 'Who shared the Nobel Prize in Physics in 1954 with Max Born?', 'answer': 'The person who shared the Nobel Prize in Physics in 1954 with Max Born is Walther Bothe.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': 'Where was Walther Bothe born?', 'answer': 'Walther Bothe was born in Oldenburg, Germany.', 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': None}, {'question': None, 'answer': None, 'google_answer': None, 'google_answer_long': None, 'entailment_result_with_input': None, 'gpt_3_ans': 'Oldenburg, Germany.'}]], 'traces_entailments': None}",,"['Oldenburg, Germany']",0.5,0.5,0.5,0.5,30,Where was the person who shared the Nobel Prize in Physics in 1954 with Max Born born?,"Oranienburg, Germany",,"
Are follow up questions needed here: Yes.
Follow up: Who shared the Nobel Prize in Physics in 1954 with Max Born?
Intermediate answer: The person who shared the Nobel Prize in Physics in 1954 with Max Born is Walther Bothe.
Follow up: Where was Walther Bothe born?
Intermediate answer: Walther Bothe was born in Oldenburg, Germany.
So the final answer is: Oldenburg, Germany.
"
